,,,,,,,,,,,,,PO multiplier,Exchange rate
,,,,,,,,,,,,EUR,1.1440000000000001,40

Category,Part No.,Previous Model No. ,New Model No. ,Unit ,"Manufacturer's suggested 
retail price","(New) Manufacturer's suggested 
retail price",Conversion to FT,% dif for cost,"(TTCL Internal Use)
PO Price","PO price
JPY/USD",PO price currency,REMARK (internal),"(TTCL Internal Use)
 THB Cost","(TTCL Internal Use)
GP",Pricelist Name,Multipiler,"Make same Price as Standard Price (THB)
=JPY/USD*Mul.","(New)
Make same Price as Standard Price","Standard Price (THB)
*Copy from excel",เช็คความต่าง %,"DIST. PL
 MUL.",Dist. Ex rate,Unit price (THB),(NEW) Unit price (THB),% dif for Unit price (SP),Status,Supplier Name,"Stock Reference 
(RPP)","Cutting &
Assembly",Detail
,57249,,CHAIN 1665.040.075.120,SET,23.65,23.65,1,"{""sharedFormula"":""I453""}",1,23.65,EUR(€) ,,1082.2240000000002,0.22640373988815213,KABELSCHLEPP ,1.4287526427061312,33.79,33.79,33.79,"{""sharedFormula"":""U453""}",1.144,36.19,1398.9519543999997,1398.9519543999997,"{""sharedFormula"":""Z453""}",,TKG,,,weight 1.775 kgs
,57248,,CHAIN 1665.040.075.100,SET,23.65,23.65,1,"{""sharedFormula"":""I453""}",1,23.65,EUR(€) ,,1082.2240000000002,0.22640373988815213,KABELSCHLEPP ,1.4287526427061312,33.79,33.79,33.79,"{""sharedFormula"":""U453""}",1.144,36.19,1398.9519543999997,1398.9519543999997,"{""sharedFormula"":""Z453""}",,TKG,,,weight 1.775 kgs
,57247,,CHAIN 1665.040.075.075,SET,23.65,23.65,1,"{""sharedFormula"":""I453""}",1,23.65,EUR(€) ,,1082.2240000000002,0.22640373988815213,KABELSCHLEPP ,1.4287526427061312,33.79,33.79,33.79,"{""sharedFormula"":""U453""}",1.144,36.19,1398.9519543999997,1398.9519543999997,"{""sharedFormula"":""Z453""}",,TKG,,,weight 1.775 kgs
,57246,,CHAIN 1665.040.050.300,SET,22.66,22.66,1,"{""sharedFormula"":""I453""}",1,22.66,EUR(€) ,,1036.9216000000001,0.22627146415918503,KABELSCHLEPP ,1.4285083848190643,32.37,32.37,32.37,"{""sharedFormula"":""U453""}",1.144,36.19,1340.1620231999998,1340.1620231999996,"{""sharedFormula"":""Z453""}",,TKG,,,weight 1.651 kgs
,57245,,CHAIN 1665.040.050.250,SET,22.66,22.66,1,"{""sharedFormula"":""I453""}",1,22.66,EUR(€) ,,1036.9216000000001,0.22627146415918503,KABELSCHLEPP ,1.4285083848190643,32.37,32.37,32.37,"{""sharedFormula"":""U453""}",1.144,36.19,1340.1620231999998,1340.1620231999996,"{""sharedFormula"":""Z453""}",,TKG,,,weight 1.651 kgs
,57244,,CHAIN 1665.040.050.200,SET,22.66,22.66,1,"{""sharedFormula"":""I453""}",1,22.66,EUR(€) ,,1036.9216000000001,0.22627146415918503,KABELSCHLEPP ,1.4285083848190643,32.37,32.37,32.37,"{""sharedFormula"":""U453""}",1.144,36.19,1340.1620231999998,1340.1620231999996,"{""sharedFormula"":""Z453""}",,TKG,,,weight 1.651 kgs
,57243,,CHAIN 1665.040.050.140,SET,22.66,22.66,1,"{""sharedFormula"":""I453""}",1,22.66,EUR(€) ,,1036.9216000000001,0.22627146415918503,KABELSCHLEPP ,1.4285083848190643,32.37,32.37,32.37,"{""sharedFormula"":""U453""}",1.144,36.19,1340.1620231999998,1340.1620231999996,"{""sharedFormula"":""Z453""}",,TKG,,,weight 1.651 kgs
,57242,,CHAIN 1665.040.050.120,SET,22.66,22.66,1,"{""sharedFormula"":""I453""}",1,22.66,EUR(€) ,,1036.9216000000001,0.22627146415918503,KABELSCHLEPP ,1.4285083848190643,32.37,32.37,32.37,"{""sharedFormula"":""U453""}",1.144,36.19,1340.1620231999998,1340.1620231999996,"{""sharedFormula"":""Z453""}",,TKG,,,weight 1.651 kgs
,57241,,CHAIN 1665.040.050.100,SET,22.66,22.66,1,"{""sharedFormula"":""I453""}",1,22.66,EUR(€) ,,1036.9216000000001,0.22627146415918503,KABELSCHLEPP ,1.4285083848190643,32.37,32.37,32.37,"{""sharedFormula"":""U453""}",1.144,36.19,1340.1620231999998,1340.1620231999996,"{""sharedFormula"":""Z453""}",,TKG,,,weight 1.651 kgs
,57240,,CHAIN 1665.040.050.075,SET,22.66,22.66,1,"{""sharedFormula"":""I453""}",1,22.66,EUR(€) ,,1036.9216000000001,0.22627146415918503,KABELSCHLEPP ,1.4285083848190643,32.37,32.37,32.37,"{""sharedFormula"":""U453""}",1.144,36.19,1340.1620231999998,1340.1620231999996,"{""sharedFormula"":""Z453""}",,TKG,,,weight 1.651 kgs
,57239,,CHAIN 1665.030.250.300,SET,30.657,30.657,1,"{""sharedFormula"":""I453""}",1,30.657,EUR(€) ,,1402.8643200000001,0.22638131323645727,KABELSCHLEPP ,1.4287112241902338,43.8,43.8,43.8,"{""sharedFormula"":""U453""}",1.144,36.19,1813.3795679999996,1813.3795679999996,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.636 kgs
,57238,,CHAIN 1665.030.250.250,SET,30.657,30.657,1,"{""sharedFormula"":""I453""}",1,30.657,EUR(€) ,,1402.8643200000001,0.22638131323645727,KABELSCHLEPP ,1.4287112241902338,43.8,43.8,43.8,"{""sharedFormula"":""U453""}",1.144,36.19,1813.3795679999996,1813.3795679999996,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.636 kgs
,57237,,CHAIN 1665.030.250.200,SET,30.657,30.657,1,"{""sharedFormula"":""I453""}",1,30.657,EUR(€) ,,1402.8643200000001,0.22638131323645727,KABELSCHLEPP ,1.4287112241902338,43.8,43.8,43.8,"{""sharedFormula"":""U453""}",1.144,36.19,1813.3795679999996,1813.3795679999996,"{""sharedFormula"":""Z453""}",,TKG,YES,,weight 2.636 kgs
,57236,,CHAIN 1665.030.250.140,SET,30.657,30.657,1,"{""sharedFormula"":""I453""}",1,30.657,EUR(€) ,,1402.8643200000001,0.22638131323645727,KABELSCHLEPP ,1.4287112241902338,43.8,43.8,43.8,"{""sharedFormula"":""U453""}",1.144,36.19,1813.3795679999996,1813.3795679999996,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.636 kgs
,57235,,CHAIN 1665.030.250.120,SET,30.657,30.657,1,"{""sharedFormula"":""I453""}",1,30.657,EUR(€) ,,1402.8643200000001,0.22638131323645727,KABELSCHLEPP ,1.4287112241902338,43.8,43.8,43.8,"{""sharedFormula"":""U453""}",1.144,36.19,1813.3795679999996,1813.3795679999996,"{""sharedFormula"":""Z453""}",,TKG,YES,,weight 2.636 kgs
,57234,,CHAIN 1665.030.250.100,SET,30.657,30.657,1,"{""sharedFormula"":""I453""}",1,30.657,EUR(€) ,,1402.8643200000001,0.22638131323645727,KABELSCHLEPP ,1.4287112241902338,43.8,43.8,43.8,"{""sharedFormula"":""U453""}",1.144,36.19,1813.3795679999996,1813.3795679999996,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.636 kgs
,57233,,CHAIN 1665.030.250.075,SET,30.657,30.657,1,"{""sharedFormula"":""I453""}",1,30.657,EUR(€) ,,1402.8643200000001,0.22638131323645727,KABELSCHLEPP ,1.4287112241902338,43.8,43.8,43.8,"{""sharedFormula"":""U453""}",1.144,36.19,1813.3795679999996,1813.3795679999996,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.636 kgs
,57232,,CHAIN 1665.030.225.300,SET,29.656,29.656,1,"{""sharedFormula"":""I453""}",1,29.656,EUR(€) ,,1357.0585600000002,0.2263838682671756,KABELSCHLEPP ,1.4287159428108982,42.37,42.37,42.37,"{""sharedFormula"":""U453""}",1.144,36.19,1754.1756231999996,1754.1756231999996,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.512 kgs
,57231,,CHAIN 1665.030.225.250,SET,29.656,29.656,1,"{""sharedFormula"":""I453""}",1,29.656,EUR(€) ,,1357.0585600000002,0.2263838682671756,KABELSCHLEPP ,1.4287159428108982,42.37,42.37,42.37,"{""sharedFormula"":""U453""}",1.144,36.19,1754.1756231999996,1754.1756231999996,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.512 kgs
,57230,,CHAIN 1665.030.225.200,SET,29.656,29.656,1,"{""sharedFormula"":""I453""}",1,29.656,EUR(€) ,,1357.0585600000002,0.2263838682671756,KABELSCHLEPP ,1.4287159428108982,42.37,42.37,42.37,"{""sharedFormula"":""U453""}",1.144,36.19,1754.1756231999996,1754.1756231999996,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.512 kgs
,57229,,CHAIN 1665.030.225.140,SET,29.656,29.656,1,"{""sharedFormula"":""I453""}",1,29.656,EUR(€) ,,1357.0585600000002,0.2263838682671756,KABELSCHLEPP ,1.4287159428108982,42.37,42.37,42.37,"{""sharedFormula"":""U453""}",1.144,36.19,1754.1756231999996,1754.1756231999996,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.512 kgs
,57228,,CHAIN 1665.030.225.120,SET,29.656,29.656,1,"{""sharedFormula"":""I453""}",1,29.656,EUR(€) ,,1357.0585600000002,0.2263838682671756,KABELSCHLEPP ,1.4287159428108982,42.37,42.37,42.37,"{""sharedFormula"":""U453""}",1.144,36.19,1754.1756231999996,1754.1756231999996,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.512 kgs
,57227,,CHAIN 1665.030.225.100,SET,29.656,29.656,1,"{""sharedFormula"":""I453""}",1,29.656,EUR(€) ,,1357.0585600000002,0.2263838682671756,KABELSCHLEPP ,1.4287159428108982,42.37,42.37,42.37,"{""sharedFormula"":""U453""}",1.144,36.19,1754.1756231999996,1754.1756231999996,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.512 kgs
,57226,,CHAIN 1665.030.225.075,SET,29.656,29.656,1,"{""sharedFormula"":""I453""}",1,29.656,EUR(€) ,,1357.0585600000002,0.2263838682671756,KABELSCHLEPP ,1.4287159428108982,42.37,42.37,42.37,"{""sharedFormula"":""U453""}",1.144,36.19,1754.1756231999996,1754.1756231999996,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.512 kgs
,57225,,CHAIN 1665.030.200.300,SET,28.655,28.655,1,"{""sharedFormula"":""I453""}",1,28.655,EUR(€) ,,1311.2528000000002,0.22638660178807127,KABELSCHLEPP ,1.4287209911010295,40.94,40.94,40.94,"{""sharedFormula"":""U453""}",1.144,36.19,1694.9716783999997,1694.9716783999995,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.41 kgs
,57224,,CHAIN 1665.030.200.250,SET,28.655,28.655,1,"{""sharedFormula"":""I453""}",1,28.655,EUR(€) ,,1311.2528000000002,0.22638660178807127,KABELSCHLEPP ,1.4287209911010295,40.94,40.94,40.94,"{""sharedFormula"":""U453""}",1.144,36.19,1694.9716783999997,1694.9716783999995,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.41 kgs
,57223,,CHAIN 1665.030.200.200,SET,28.655,28.655,1,"{""sharedFormula"":""I453""}",1,28.655,EUR(€) ,,1311.2528000000002,0.22638660178807127,KABELSCHLEPP ,1.4287209911010295,40.94,40.94,40.94,"{""sharedFormula"":""U453""}",1.144,36.19,1694.9716783999997,1694.9716783999995,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.41 kgs
,57222,,CHAIN 1665.030.200.140,SET,28.655,28.655,1,"{""sharedFormula"":""I453""}",1,28.655,EUR(€) ,,1311.2528000000002,0.22638660178807127,KABELSCHLEPP ,1.4287209911010295,40.94,40.94,40.94,"{""sharedFormula"":""U453""}",1.144,36.19,1694.9716783999997,1694.9716783999995,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.41 kgs
,57221,,CHAIN 1665.030.200.120,SET,28.655,28.655,1,"{""sharedFormula"":""I453""}",1,28.655,EUR(€) ,,1311.2528000000002,0.22638660178807127,KABELSCHLEPP ,1.4287209911010295,40.94,40.94,40.94,"{""sharedFormula"":""U453""}",1.144,36.19,1694.9716783999997,1694.9716783999995,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.41 kgs
,57220,,CHAIN 1665.030.200.100,SET,28.655,28.655,1,"{""sharedFormula"":""I453""}",1,28.655,EUR(€) ,,1311.2528000000002,0.22638660178807127,KABELSCHLEPP ,1.4287209911010295,40.94,40.94,40.94,"{""sharedFormula"":""U453""}",1.144,36.19,1694.9716783999997,1694.9716783999995,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.41 kgs
,57219,,CHAIN 1665.030.200.075,SET,28.655,28.655,1,"{""sharedFormula"":""I453""}",1,28.655,EUR(€) ,,1311.2528000000002,0.22638660178807127,KABELSCHLEPP ,1.4287209911010295,40.94,40.94,40.94,"{""sharedFormula"":""U453""}",1.144,36.19,1694.9716783999997,1694.9716783999995,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.41 kgs
,57218,,CHAIN 1665.030.175.300,SET,27.643,27.643,1,"{""sharedFormula"":""I453""}",1,27.643,EUR(€) ,,1264.9436800000003,0.2263056092843325,KABELSCHLEPP ,1.4285714285714286,39.49,39.49,39.49,"{""sharedFormula"":""U453""}",1.144,36.19,1634.9397064,1634.9397064,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.3 kgs
,57217,,CHAIN 1665.030.175.250,SET,27.643,27.643,1,"{""sharedFormula"":""I453""}",1,27.643,EUR(€) ,,1264.9436800000003,0.2263056092843325,KABELSCHLEPP ,1.4285714285714286,39.49,39.49,39.49,"{""sharedFormula"":""U453""}",1.144,36.19,1634.9397064,1634.9397064,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.3 kgs
,57216,,CHAIN 1665.030.175.200,SET,27.643,27.643,1,"{""sharedFormula"":""I453""}",1,27.643,EUR(€) ,,1264.9436800000003,0.2263056092843325,KABELSCHLEPP ,1.4285714285714286,39.49,39.49,39.49,"{""sharedFormula"":""U453""}",1.144,36.19,1634.9397064,1634.9397064,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.3 kgs
,57215,,CHAIN 1665.030.175.140,SET,27.643,27.643,1,"{""sharedFormula"":""I453""}",1,27.643,EUR(€) ,,1264.9436800000003,0.2263056092843325,KABELSCHLEPP ,1.4285714285714286,39.49,39.49,39.49,"{""sharedFormula"":""U453""}",1.144,36.19,1634.9397064,1634.9397064,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.3 kgs
,57214,,CHAIN 1665.030.175.120,SET,27.643,27.643,1,"{""sharedFormula"":""I453""}",1,27.643,EUR(€) ,,1264.9436800000003,0.2263056092843325,KABELSCHLEPP ,1.4285714285714286,39.49,39.49,39.49,"{""sharedFormula"":""U453""}",1.144,36.19,1634.9397064,1634.9397064,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.3 kgs
,57213,,CHAIN 1665.030.175.100,SET,27.643,27.643,1,"{""sharedFormula"":""I453""}",1,27.643,EUR(€) ,,1264.9436800000003,0.2263056092843325,KABELSCHLEPP ,1.4285714285714286,39.49,39.49,39.49,"{""sharedFormula"":""U453""}",1.144,36.19,1634.9397064,1634.9397064,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.3 kgs
,57212,,CHAIN 1665.030.175.075,SET,27.643,27.643,1,"{""sharedFormula"":""I453""}",1,27.643,EUR(€) ,,1264.9436800000003,0.2263056092843325,KABELSCHLEPP ,1.4285714285714286,39.49,39.49,39.49,"{""sharedFormula"":""U453""}",1.144,36.19,1634.9397064,1634.9397064,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.3 kgs
,57211,,CHAIN 1665.030.150.300,SET,26.653,26.653,1,"{""sharedFormula"":""I453""}",1,26.653,EUR(€) ,,1219.64128,0.22639268473346777,KABELSCHLEPP ,1.4287322252654486,38.08,38.08,38.08,"{""sharedFormula"":""U453""}",1.144,36.19,1576.5637887999999,1576.5637887999999,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.163 kgs
,57210,,CHAIN 1665.030.150.250,SET,26.653,26.653,1,"{""sharedFormula"":""I453""}",1,26.653,EUR(€) ,,1219.64128,0.22639268473346777,KABELSCHLEPP ,1.4287322252654486,38.08,38.08,38.08,"{""sharedFormula"":""U453""}",1.144,36.19,1576.5637887999999,1576.5637887999999,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.163 kgs
,57209,,CHAIN 1665.030.150.200,SET,26.653,26.653,1,"{""sharedFormula"":""I453""}",1,26.653,EUR(€) ,,1219.64128,0.22639268473346777,KABELSCHLEPP ,1.4287322252654486,38.08,38.08,38.08,"{""sharedFormula"":""U453""}",1.144,36.19,1576.5637887999999,1576.5637887999999,"{""sharedFormula"":""Z453""}",,TKG,YES,,weight 2.163 kgs
,57208,,CHAIN 1665.030.150.140,SET,26.653,26.653,1,"{""sharedFormula"":""I453""}",1,26.653,EUR(€) ,,1219.64128,0.22639268473346777,KABELSCHLEPP ,1.4287322252654486,38.08,38.08,38.08,"{""sharedFormula"":""U453""}",1.144,36.19,1576.5637887999999,1576.5637887999999,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.163 kgs
,57207,,CHAIN 1665.030.150.120,SET,26.653,26.653,1,"{""sharedFormula"":""I453""}",1,26.653,EUR(€) ,,1219.64128,0.22639268473346777,KABELSCHLEPP ,1.4287322252654486,38.08,38.08,38.08,"{""sharedFormula"":""U453""}",1.144,36.19,1576.5637887999999,1576.5637887999999,"{""sharedFormula"":""Z453""}",,TKG,YES,,weight 2.163 kgs
,57206,,CHAIN 1665.030.150.100,SET,26.653,26.653,1,"{""sharedFormula"":""I453""}",1,26.653,EUR(€) ,,1219.64128,0.22639268473346777,KABELSCHLEPP ,1.4287322252654486,38.08,38.08,38.08,"{""sharedFormula"":""U453""}",1.144,36.19,1576.5637887999999,1576.5637887999999,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.163 kgs
,57205,,CHAIN 1665.030.150.075,SET,26.653,26.653,1,"{""sharedFormula"":""I453""}",1,26.653,EUR(€) ,,1219.64128,0.22639268473346777,KABELSCHLEPP ,1.4287322252654486,38.08,38.08,38.08,"{""sharedFormula"":""U453""}",1.144,36.19,1576.5637887999999,1576.5637887999999,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.163 kgs
,57204,,CHAIN 1665.030.125.300,SET,25.652,25.652,1,"{""sharedFormula"":""I453""}",1,25.652,EUR(€) ,,1173.8355200000003,0.22639608222029603,KABELSCHLEPP ,1.4287384999220332,36.65,36.65,36.65,"{""sharedFormula"":""U453""}",1.144,36.19,1517.3598439999998,1517.3598439999998,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.093 kgs
,57203,,CHAIN 1665.030.125.250,SET,25.652,25.652,1,"{""sharedFormula"":""I453""}",1,25.652,EUR(€) ,,1173.8355200000003,0.22639608222029603,KABELSCHLEPP ,1.4287384999220332,36.65,36.65,36.65,"{""sharedFormula"":""U453""}",1.144,36.19,1517.3598439999998,1517.3598439999998,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.093 kgs
,57202,,CHAIN 1665.030.125.200,SET,25.652,25.652,1,"{""sharedFormula"":""I453""}",1,25.652,EUR(€) ,,1173.8355200000003,0.22639608222029603,KABELSCHLEPP ,1.4287384999220332,36.65,36.65,36.65,"{""sharedFormula"":""U453""}",1.144,36.19,1517.3598439999998,1517.3598439999998,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.093 kgs
,57201,,CHAIN 1665.030.125.140,SET,25.652,25.652,1,"{""sharedFormula"":""I453""}",1,25.652,EUR(€) ,,1173.8355200000003,0.22639608222029603,KABELSCHLEPP ,1.4287384999220332,36.65,36.65,36.65,"{""sharedFormula"":""U453""}",1.144,36.19,1517.3598439999998,1517.3598439999998,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.093 kgs
,57200,,CHAIN 1665.030.125.120,SET,25.652,25.652,1,"{""sharedFormula"":""I453""}",1,25.652,EUR(€) ,,1173.8355200000003,0.22639608222029603,KABELSCHLEPP ,1.4287384999220332,36.65,36.65,36.65,"{""sharedFormula"":""U453""}",1.144,36.19,1517.3598439999998,1517.3598439999998,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.093 kgs
,57199,,CHAIN 1665.030.125.100,SET,25.652,25.652,1,"{""sharedFormula"":""I453""}",1,25.652,EUR(€) ,,1173.8355200000003,0.22639608222029603,KABELSCHLEPP ,1.4287384999220332,36.65,36.65,36.65,"{""sharedFormula"":""U453""}",1.144,36.19,1517.3598439999998,1517.3598439999998,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.093 kgs
,57198,,CHAIN 1665.030.125.075,SET,25.652,25.652,1,"{""sharedFormula"":""I453""}",1,25.652,EUR(€) ,,1173.8355200000003,0.22639608222029603,KABELSCHLEPP ,1.4287384999220332,36.65,36.65,36.65,"{""sharedFormula"":""U453""}",1.144,36.19,1517.3598439999998,1517.3598439999998,"{""sharedFormula"":""Z453""}",,TKG,,,weight 2.093 kgs
,57190,,CHAIN 1665.030.100.300,SET,24.651,24.651,1,"{""sharedFormula"":""I453""}",1,24.651,EUR(€) ,,1128.0297600000001,0.22639975559617415,KABELSCHLEPP ,1.4287452841669708,35.22,35.22,35.22,"{""sharedFormula"":""U453""}",1.144,36.19,1458.1558991999996,1458.1558991999998,"{""sharedFormula"":""Z453""}",,TKG,,,weight 1.907 kgs
,57189,,CHAIN 1665.030.100.250,SET,24.651,24.651,1,"{""sharedFormula"":""I453""}",1,24.651,EUR(€) ,,1128.0297600000001,0.22639975559617415,KABELSCHLEPP ,1.4287452841669708,35.22,35.22,35.22,"{""sharedFormula"":""U453""}",1.144,36.19,1458.1558991999996,1458.1558991999998,"{""sharedFormula"":""Z453""}",,TKG,,,weight 1.907 kgs
,57188,,CHAIN 1665.030.100.200,SET,24.651,24.651,1,"{""sharedFormula"":""I453""}",1,24.651,EUR(€) ,,1128.0297600000001,0.22639975559617415,KABELSCHLEPP ,1.4287452841669708,35.22,35.22,35.22,"{""sharedFormula"":""U453""}",1.144,36.19,1458.1558991999996,1458.1558991999998,"{""sharedFormula"":""Z453""}",,TKG,,,weight 1.907 kgs
,57187,,CHAIN 1665.030.100.140,SET,24.651,24.651,1,"{""sharedFormula"":""I453""}",1,24.651,EUR(€) ,,1128.0297600000001,0.22639975559617415,KABELSCHLEPP ,1.4287452841669708,35.22,35.22,35.22,"{""sharedFormula"":""U453""}",1.144,36.19,1458.1558991999996,1458.1558991999998,"{""sharedFormula"":""Z453""}",,TKG,,,weight 1.907 kgs
,57186,,CHAIN 1665.030.100.120,SET,24.651,24.651,1,,1,24.651,EUR(€) ,,1128.0297600000001,0.22639975559617415,KABELSCHLEPP ,1.4287452841669708,35.22,35.22,35.22,,1.144,36.19,1458.1558991999996,1458.1558991999998,,,TKG,,,weight 1.907 kgs
,57185,,CHAIN 1665.030.100.100,SET,24.651,24.651,1,"{""sharedFormula"":""I517""}",1,24.651,EUR(€) ,,1128.0297600000001,0.22639975559617415,KABELSCHLEPP ,1.4287452841669708,35.22,35.22,35.22,"{""sharedFormula"":""U517""}",1.144,36.19,1458.1558991999996,1458.1558991999998,"{""sharedFormula"":""Z517""}",,TKG,,,weight 1.907 kgs
,57184,,CHAIN 1665.030.100.075,SET,24.651,24.651,1,"{""sharedFormula"":""I517""}",1,24.651,EUR(€) ,,1128.0297600000001,0.22639975559617415,KABELSCHLEPP ,1.4287452841669708,35.22,35.22,35.22,"{""sharedFormula"":""U517""}",1.144,36.19,1458.1558991999996,1458.1558991999998,"{""sharedFormula"":""Z517""}",,TKG,,,weight 1.907 kgs
,57183,,CHAIN 1665.030.075.300,SET,23.65,23.65,1,"{""sharedFormula"":""I517""}",1,23.65,EUR(€) ,,1082.2240000000002,0.22640373988815213,KABELSCHLEPP ,1.4287526427061312,33.79,33.79,33.79,"{""sharedFormula"":""U517""}",1.144,36.19,1398.9519543999997,1398.9519543999997,"{""sharedFormula"":""Z517""}",,TKG,,,weight 1.775 kgs
,57182,,CHAIN 1665.030.075.250,SET,23.65,23.65,1,"{""sharedFormula"":""I517""}",1,23.65,EUR(€) ,,1082.2240000000002,0.22640373988815213,KABELSCHLEPP ,1.4287526427061312,33.79,33.79,33.79,"{""sharedFormula"":""U517""}",1.144,36.19,1398.9519543999997,1398.9519543999997,"{""sharedFormula"":""Z517""}",,TKG,,,weight 1.775 kgs
,57181,,CHAIN 1665.030.075.200,SET,23.65,23.65,1,"{""sharedFormula"":""I517""}",1,23.65,EUR(€) ,,1082.2240000000002,0.22640373988815213,KABELSCHLEPP ,1.4287526427061312,33.79,33.79,33.79,"{""sharedFormula"":""U517""}",1.144,36.19,1398.9519543999997,1398.9519543999997,"{""sharedFormula"":""Z517""}",,TKG,,,weight 1.775 kgs
,57180,,CHAIN 1665.030.075.140,SET,23.65,23.65,1,"{""sharedFormula"":""I517""}",1,23.65,EUR(€) ,,1082.2240000000002,0.22640373988815213,KABELSCHLEPP ,1.4287526427061312,33.79,33.79,33.79,"{""sharedFormula"":""U517""}",1.144,36.19,1398.9519543999997,1398.9519543999997,"{""sharedFormula"":""Z517""}",,TKG,,,weight 1.775 kgs
,57179,,CHAIN 1665.030.075.120,SET,23.65,23.65,1,"{""sharedFormula"":""I517""}",1,23.65,EUR(€) ,,1082.2240000000002,0.22640373988815213,KABELSCHLEPP ,1.4287526427061312,33.79,33.79,33.79,"{""sharedFormula"":""U517""}",1.144,36.19,1398.9519543999997,1398.9519543999997,"{""sharedFormula"":""Z517""}",,TKG,,,weight 1.775 kgs
,57178,,CHAIN 1665.030.075.100,SET,23.65,23.65,1,"{""sharedFormula"":""I517""}",1,23.65,EUR(€) ,,1082.2240000000002,0.22640373988815213,KABELSCHLEPP ,1.4287526427061312,33.79,33.79,33.79,"{""sharedFormula"":""U517""}",1.144,36.19,1398.9519543999997,1398.9519543999997,"{""sharedFormula"":""Z517""}",,TKG,,,weight 1.775 kgs
,57177,,CHAIN 1665.030.075.075,SET,23.65,23.65,1,"{""sharedFormula"":""I517""}",1,23.65,EUR(€) ,,1082.2240000000002,0.22640373988815213,KABELSCHLEPP ,1.4287526427061312,33.79,33.79,33.79,"{""sharedFormula"":""U517""}",1.144,36.19,1398.9519543999997,1398.9519543999997,"{""sharedFormula"":""Z517""}",,TKG,YES,,weight 1.775 kgs
,57176,,CHAIN 1665.030.050.300,SET,22.66,22.66,1,"{""sharedFormula"":""I517""}",1,22.66,EUR(€) ,,1036.9216000000001,0.22627146415918503,KABELSCHLEPP ,1.4285083848190643,32.37,32.37,32.37,"{""sharedFormula"":""U517""}",1.144,36.19,1340.1620231999998,1340.1620231999996,"{""sharedFormula"":""Z517""}",,TKG,,,weight 1.651 kgs
,57175,,CHAIN 1665.030.050.250,SET,22.66,22.66,1,"{""sharedFormula"":""I517""}",1,22.66,EUR(€) ,,1036.9216000000001,0.22627146415918503,KABELSCHLEPP ,1.4285083848190643,32.37,32.37,32.37,"{""sharedFormula"":""U517""}",1.144,36.19,1340.1620231999998,1340.1620231999996,"{""sharedFormula"":""Z517""}",,TKG,,,weight 1.651 kgs
,57174,,CHAIN 1665.030.050.200,SET,22.66,22.66,1,"{""sharedFormula"":""I517""}",1,22.66,EUR(€) ,,1036.9216000000001,0.22627146415918503,KABELSCHLEPP ,1.4285083848190643,32.37,32.37,32.37,"{""sharedFormula"":""U517""}",1.144,36.19,1340.1620231999998,1340.1620231999996,"{""sharedFormula"":""Z517""}",,TKG,,,weight 1.651 kgs
,57173,,CHAIN 1665.030.050.140,SET,22.66,22.66,1,"{""sharedFormula"":""I517""}",1,22.66,EUR(€) ,,1036.9216000000001,0.22627146415918503,KABELSCHLEPP ,1.4285083848190643,32.37,32.37,32.37,"{""sharedFormula"":""U517""}",1.144,36.19,1340.1620231999998,1340.1620231999996,"{""sharedFormula"":""Z517""}",,TKG,,,weight 1.651 kgs
