,,,,,,,,,,,,,PO multiplier,Exchange rate
,,,,,,,,,,,,JPY,1.1440000000000001,0.26
,,,,,,,,,,,,USD,1.16688,38
Category,Part No.,Previous Model No. ,New Model No. ,Unit ,"Manufacturer's suggested 
retail price","(New) Manufacturer's suggested 
retail price",Conversion to FT,% dif for cost,"(TTCL Internal Use)
PO Price","PO price
JPY/USD",PO price currency,REMARK (internal),"(TTCL Internal Use)
 THB Cost","(TTCL Internal Use)
GP",Pricelist Name,Multipiler,"Make same Price as Standard Price (THB)
=JPY/USD*Mul.","(New)
Make same Price as Standard Price","Standard Price (THB)
*Copy from excel",เช็คความต่าง %,"DIST. PL
 MUL.",Dist. Ex rate,Unit price (THB),(NEW) Unit price (THB),% dif for Unit price (SP),Status,Supplier Name,"Stock Reference 
(RPP)","Cutting &
Assembly",Detail
A11,6039,,RS120-3-OL,PC,2440.37,2440.37,1,"{""sharedFormula"":""I48""}",1,2440.37,JPY,,725.8636528000001,0.14268916313815797,SCG GROUP (CHAIN) ,1.5419792900256928,3762.9999999999995,3762.9999999999995,3763,1.208470238869158e-16,1,0.225,846.675,846.675,"{""sharedFormula"":""Z48""}",,TC
A11,6045,,RS140-3-OL,PC,3507.84,3507.84,1,"{""sharedFormula"":""I48""}",1,3507.84,JPY,,1043.3719296000002,0.1426865268996117,SCG GROUP (CHAIN) ,1.5419745484400655,5409,5409,5409,"{""sharedFormula"":""U48""}",1,0.225,1217.025,1217.025,"{""sharedFormula"":""Z48""}",,TC
A11,6051,,RS160-3-OL,PC,5624.64,5624.64,1,"{""sharedFormula"":""I48""}",1,5624.64,JPY,,1672.9929216000003,0.13044976072973913,SCG GROUP (CHAIN) ,1.5202750753826022,8551,8551,8551,"{""sharedFormula"":""U48""}",1,0.225,1923.9750000000001,1923.9750000000001,"{""sharedFormula"":""Z48""}",,TC
A11,6057,,RS180-3-OL ,PC,10886.4,10886.4,1,"{""sharedFormula"":""I48""}",1,10886.4,JPY,,3238.0508160000004,0.13326084317032033,SCG GROUP (CHAIN) ,1.5252057613168726,16604,16604,16604,"{""sharedFormula"":""U48""}",1,0.225,3735.9,3735.9,"{""sharedFormula"":""Z48""}",,TC
A11,6063,,RS200-3-OL,PC,13910.4,13910.4,1,"{""sharedFormula"":""I48""}",1,13910.4,JPY,,4137.509376,0.13695355704697984,SCG GROUP (CHAIN) ,1.5317316540142627,21307,21307,21307,"{""sharedFormula"":""U48""}",1,0.225,4794.075,4794.075,"{""sharedFormula"":""Z48""}",,TC
A11,6069,,RS240-3-OL,PC,25129.44,25129.44,1,"{""sharedFormula"":""I48""}",1,25129.44,JPY,,7474.5006336000015,0.16670840274920973,SCG GROUP (CHAIN) ,1.5864261201204644,39866,39866,39866,"{""sharedFormula"":""U48""}",1,0.225,8969.85,8969.85,"{""sharedFormula"":""Z48""}",,TC
A11,5091,RF06B-1-JL,RF06B-1-MCJL,PC,33.35,33.35,1,"{""sharedFormula"":""I48""}",1,33.35,JPY,,9.919624000000002,-0.07529799457994611,SCG GROUP (CHAIN) ,1.2293853073463268,41,41,41,"{""sharedFormula"":""U48""}",1,0.225,9.225,9.225,"{""sharedFormula"":""Z48""}",,TC
A11,5094,RS08B-1-JL,RS08B-1-MCJL,PC,0.28,0.28,1,"{""sharedFormula"":""I48""}",1,0.28,USD,,12.415603200000001,0.22240156326331215,SCG GROUP (CHAIN) ,1.6428571428571428,0.46,0.46,0.46,"{""sharedFormula"":""U48""}",1,34.71,15.966600000000001,15.966600000000001,"{""sharedFormula"":""Z48""}",,TTC
A11,5097,RS10B-1-JL,RS10B-1-MCJL,PC,69.63,69.63,1,"{""sharedFormula"":""I48""}",1,69.63,JPY,,20.710747200000004,-0.10900922088353429,SCG GROUP (CHAIN) ,1.1920149360907655,83,83,83,"{""sharedFormula"":""U48""}",1,0.225,18.675,18.675,"{""sharedFormula"":""Z48""}",,TC
A11,5100,RS12B-1-JL,RS12B-1-MCJL,PC,96.01,96.01,1,"{""sharedFormula"":""I48""}",1,96.01,JPY,,28.557214400000007,-0.10366045990338174,SCG GROUP (CHAIN) ,1.1977918966774295,115.00000000000001,115.00000000000001,115,-1.235726496974087e-16,1,0.225,25.875000000000004,25.875000000000004,"{""sharedFormula"":""Z48""}",,TC
A11,5103,RS16B-1-JL,RS16B-1-MCJL,PC,127.68,127.68,1,"{""sharedFormula"":""I48""}",1,127.68,JPY,,37.97713920000001,0.024350951830442995,SCG GROUP (CHAIN) ,1.3549498746867168,173,173,173,"{""sharedFormula"":""U48""}",1,0.225,38.925000000000004,38.925000000000004,"{""sharedFormula"":""Z48""}",,TC
A11,5106,RS20B-1-JL,RS20B-1-MWJL,PC,227.28,227.28,1,"{""sharedFormula"":""I48""}",1,227.28,JPY,,67.6021632,0.033909779206859614,SCG GROUP (CHAIN) ,1.3683562126011968,311,311,311,"{""sharedFormula"":""U48""}",1,0.225,69.97500000000001,69.97500000000001,"{""sharedFormula"":""Z48""}",,TC
A11,5109,RS24B-1-JL,RS24B-1-MWJL,PC,346.14,346.14,1,"{""sharedFormula"":""I48""}",1,346.14,JPY,,102.95588160000001,0.03259683720930218,SCG GROUP (CHAIN) ,1.3664991044086208,473,473,473,"{""sharedFormula"":""U48""}",1,0.225,106.425,106.425,"{""sharedFormula"":""Z48""}",,TC
A11,5112,RS28B-1-JL,RS28B-1-MWJL,PC,493.09,493.09,1,"{""sharedFormula"":""I48""}",1,493.09,JPY,,146.6646896,0.07670953981743779,SCG GROUP (CHAIN) ,1.4317873004928108,706,706,706,"{""sharedFormula"":""U48""}",1,0.225,158.85,158.85,"{""sharedFormula"":""Z48""}",,TC
A11,5115,RS32B-1-JL,RS32B-1-MWJL,PC,695.55,695.55,1,,1,695.55,JPY,,206.88439200000002,0.1934331695906432,SCG GROUP (CHAIN) ,1.6389907267629935,1140,1140,1140,,1,0.225,256.5,256.5,,,TC
